text	domain	intent	target
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
play ktis.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
i'm awake.	OTHER	other	other. other
play kidz bop 37.	MEDIACONTROL	play_media	media control. play media
play some music.	MEDIACONTROL	play_media	media control. play media
office light on please.	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
play matchbox 20 on iheartradio.	MEDIACONTROL	play_media	media control. play media
give me an animal fact.	OTHER	other	other. other
turn off garage light.	HOMEAUTOMATION	turn_off	home automation. turn off
turn on tv.	HOMEAUTOMATION	turn_on	home automation. turn on
play hootie and the blowfish.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play phineas and ferb playlist.	MEDIACONTROL	play_media	media control. play media
volume.	MEDIACONTROL	check_volume	media control. check volume
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. repeat	MEDIACONTROL	repeat	media control. repeat
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
alarm. set timer	ALARM	set_timer	alarm. set timer
set alarm for 4:45 AM.	ALARM	set_alarm	alarm. set alarm
what time is it in the philippines?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
who is playing?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
on device. open application	ONDEVICE	open_application	on device. open application
turn on the living room lights.	HOMEAUTOMATION	turn_on	home automation. turn on
play air one on tunein.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play 106.7 on iheartradio.	MEDIACONTROL	play_media	media control. play media
home automation. turn up	HOMEAUTOMATION	turn_up	home automation. turn up
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
play some classical music.	MEDIACONTROL	play_media	media control. play media
hey cortana what song is this.	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
set an alarm for 5:30 AM.	ALARM	set_alarm	alarm. set alarm
play three days grace.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
restart the music.	MEDIACONTROL	repeat	media control. repeat
send feedback.	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
weather. weather default	WEATHER	weather_default	weather. weather default
media control. stop	MEDIACONTROL	stop	media control. stop
set an alarm for 30 minutes from now.	ALARM	set_alarm	alarm. set alarm
play some calming music.	MEDIACONTROL	play_media	media control. play media
play ready for it.	MEDIACONTROL	play_media	media control. play media
wake me up at 3:30.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
play some oldies.	MEDIACONTROL	play_media	media control. play media
raise the volume to 50%.	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. volume up	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play 94.7.	MEDIACONTROL	play_media	media control. play media
communication. ignore incoming	COMMUNICATION	ignore_incoming	communication. ignore incoming
other. other	OTHER	other	other. other
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
other. other	OTHER	other	other. other
call my wife.	COMMUNICATION	make_call	communication. make call
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
alarm. set timer	ALARM	set_timer	alarm. set timer
play Kevin Kern.	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
common. repeat	COMMON	repeat	common. repeat
oh yeah.	OTHER	other	other. other
how tall is the empire state building?	OTHER	other	other. other
start a timer for 45 minutes.	ALARM	set_timer	alarm. set timer
what day is the superbowl?	OTHER	other	other. other
on device. open setting	ONDEVICE	open_setting	on device. open setting
media control. play media	MEDIACONTROL	play_media	media control. play media
skip track.	MEDIACONTROL	skip_forward	media control. skip forward
turn off the den light.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
turn up the music.	MEDIACONTROL	volume_up	media control. volume up
media control. play media	MEDIACONTROL	play_media	media control. play media
call steven peak skype.	COMMUNICATION	make_call	communication. make call
wake me up at 9.	ALARM	set_alarm	alarm. set alarm
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
what is the time?	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
play some cool music.	MEDIACONTROL	play_media	media control. play media
play old christmas music.	MEDIACONTROL	play_media	media control. play media
play 97.1.	MEDIACONTROL	play_media	media control. play media
volume 25%.	MEDIACONTROL	set_volume	media control. set volume
media control. set volume	MEDIACONTROL	set_volume	media control. set volume
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
turn off master bedroom.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
play doctor dre.	MEDIACONTROL	play_media	media control. play media
play preschool music.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play espn radio.	MEDIACONTROL	play_media	media control. play media
what time is it in china?	OTHER	other	other. other
what temperature?	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play gurbani 24/7.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
do an impression?	OTHER	other	other. other
play gloria trevi music.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
turn on the nightstand.	HOMEAUTOMATION	turn_on	home automation. turn on
play ambrosia.	MEDIACONTROL	play_media	media control. play media
what movies are playing tonight?	OTHER	other	other. other
other. other	OTHER	other	other. other
play music by queen.	MEDIACONTROL	play_media	media control. play media
wake me up at 5 o'clock.	ALARM	set_alarm	alarm. set alarm
play beck.	MEDIACONTROL	play_media	media control. play media
set alarm for 6 am.	ALARM	set_alarm	alarm. set alarm
set a 40 minute timer.	ALARM	set_timer	alarm. set timer
play love.	MEDIACONTROL	play_media	media control. play media
turn off living.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. skip forward	MEDIACONTROL	skip_forward	media control. skip forward
play a game.	OTHER	other	other. other
wake me up at 8.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
wake me up at 5 in the morning.	ALARM	set_alarm	alarm. set alarm
resume Spotify music.	MEDIACONTROL	resume	media control. resume
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
how's the timer?	ALARM	find_timer	alarm. find timer
what do i have on my calendar tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
do you know alexa?	OTHER	other	other. other
play valentine's day music.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
