text	domain	intent	target
play some meditation music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6 pm.	ALARM	set_alarm	alarm. set alarm
set the alarm for 8 am.	ALARM	set_alarm	alarm. set alarm
play weei on tunein.	MEDIACONTROL	play_media	media control. play media
are you ready?	OTHER	other	other. other
turn off my desk lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
play some sleeping music.	MEDIACONTROL	play_media	media control. play media
what is the latest news?	OTHER	other	other. other
play jay chou.	MEDIACONTROL	play_media	media control. play media
turn on reading light.	HOMEAUTOMATION	turn_on	home automation. turn on
is it gonna snow?	WEATHER	weather_default	weather. weather default
play bad at love.	MEDIACONTROL	play_media	media control. play media
play wbez chicago.	MEDIACONTROL	play_media	media control. play media
play late night jazz.	MEDIACONTROL	play_media	media control. play media
what's news today?	OTHER	other	other. other
turn off the dining light.	HOMEAUTOMATION	turn_off	home automation. turn off
play jim jefferies.	MEDIACONTROL	play_media	media control. play media
play the police.	MEDIACONTROL	play_media	media control. play media
play tech 9.	MEDIACONTROL	play_media	media control. play media
i want.	OTHER	other	other. other
play ozuna.	MEDIACONTROL	play_media	media control. play media
my.	OTHER	other	other. other
set the alarm for 6:30 AM.	ALARM	set_alarm	alarm. set alarm
play some classical.	MEDIACONTROL	play_media	media control. play media
not.	OTHER	other	other. other
set an alarm for 11:30 AM.	ALARM	set_alarm	alarm. set alarm
play my daily mix on Spotify.	MEDIACONTROL	play_media	media control. play media
turn off porch.	HOMEAUTOMATION	turn_off	home automation. turn off
play michael lington pacifica.	MEDIACONTROL	play_media	media control. play media
play james arthur.	MEDIACONTROL	play_media	media control. play media
set a timer for 35 seconds.	ALARM	set_timer	alarm. set timer
ha ha.	OTHER	other	other. other
play spirit 1053.	MEDIACONTROL	play_media	media control. play media
play Clair de lune.	MEDIACONTROL	play_media	media control. play media
wake me up in 6 hours.	ALARM	set_alarm	alarm. set alarm
what time is it in japan?	OTHER	other	other. other
call mom mobile.	COMMUNICATION	make_call	communication. make call
tell me my alarms.	ALARM	find_alarm	alarm. find alarm
play 97.9.	MEDIACONTROL	play_media	media control. play media
play shape of you by Ed Sheeran.	MEDIACONTROL	play_media	media control. play media
volume at 30%.	MEDIACONTROL	set_volume	media control. set volume
play 90s alternative.	MEDIACONTROL	play_media	media control. play media
play River by eminem.	MEDIACONTROL	play_media	media control. play media
play nap time music.	MEDIACONTROL	play_media	media control. play media
play background music.	MEDIACONTROL	play_media	media control. play media
turn off all my lights.	HOMEAUTOMATION	turn_off	home automation. turn off
turn on living room light 2.	HOMEAUTOMATION	turn_on	home automation. turn on
volume 6.	MEDIACONTROL	set_volume	media control. set volume
traffic to work.	PLACES	places_default	places. places default
set an alarm for 3 o'clock.	ALARM	set_alarm	alarm. set alarm
shut the timer off.	ALARM	turn_off_timer	alarm. turn off timer
turn on Floor lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
my name.	OTHER	other	other. other
good.	OTHER	other	other. other
turn the kitchen lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
turn off the family room.	HOMEAUTOMATION	turn_off	home automation. turn off
fire.	OTHER	other	other. other
turn off the dining room.	HOMEAUTOMATION	turn_off	home automation. turn off
turn my xbox on.	ONDEVICE	open_application	on device. open application
play Mr. blue sky.	MEDIACONTROL	play_media	media control. play media
turn on christmas.	MEDIACONTROL	play_media	media control. play media
play Buena Vista Social Club.	MEDIACONTROL	play_media	media control. play media
stop playing the radio please.	MEDIACONTROL	stop	media control. stop
i'm done.	COMMON	finish_task	common. finish task
what's the temperature out today?	WEATHER	weather_default	weather. weather default
music please.	MEDIACONTROL	play_media	media control. play media
play soothe on spotify.	MEDIACONTROL	play_media	media control. play media
volume 15.	MEDIACONTROL	set_volume	media control. set volume
play some Michael buble.	MEDIACONTROL	play_media	media control. play media
set volume at 50%.	MEDIACONTROL	set_volume	media control. set volume
iheartradio.	ONDEVICE	open_application	on device. open application
play Evanescence.	MEDIACONTROL	play_media	media control. play media
play third eye blind.	MEDIACONTROL	play_media	media control. play media
shut up music.	MEDIACONTROL	stop	media control. stop
turn on the radio.	MEDIACONTROL	play_media	media control. play media
turn on livingroom.	HOMEAUTOMATION	turn_on	home automation. turn on
play some wake up music.	MEDIACONTROL	play_media	media control. play media
maybe.	OTHER	other	other. other
set an alarm for 8:45 AM.	ALARM	set_alarm	alarm. set alarm
what is the date?	OTHER	other	other. other
play ndr 2.	MEDIACONTROL	play_media	media control. play media
set my alarm for 8:30 AM.	ALARM	set_alarm	alarm. set alarm
hey cortana resume.	MEDIACONTROL	resume	media control. resume
download.	OTHER	other	other. other
how cold is it today?	WEATHER	weather_default	weather. weather default
turn music on.	MEDIACONTROL	play_media	media control. play media
tell me an animal fact.	OTHER	other	other. other
ask sleep sounds to play rainforest.	OTHER	Other	other. other
play some Rolling Stones.	MEDIACONTROL	play_media	media control. play media
play everything is awesome.	MEDIACONTROL	play_media	media control. play media
play wave 104.1.	MEDIACONTROL	play_media	media control. play media
play skywalker by Miguel.	MEDIACONTROL	play_media	media control. play media
set the thermostat to 70 degrees.	HOMEAUTOMATION	set_device	home automation. set device
do you like me?	OTHER	other	other. other
bing.	WEBNAVIGATION	navigate_web	web navigation. navigate web
show me.	OTHER	other	other. other
check the timer.	ALARM	time_remaining	alarm. time remaining
play some spanish music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6:40 AM.	ALARM	set_alarm	alarm. set alarm
turn off the main lights.	HOMEAUTOMATION	turn_off	home automation. turn off
what's the price of bitcoin today?	OTHER	other	other. other
wake me up at 5:15 AM.	ALARM	set_alarm	alarm. set alarm
play some classic music.	MEDIACONTROL	play_media	media control. play media
set an alarm for 7.	ALARM	set_alarm	alarm. set alarm
play bird sounds.	MEDIACONTROL	play_media	media control. play media
turn my light off.	HOMEAUTOMATION	turn_off	home automation. turn off
play crazy frog.	MEDIACONTROL	play_media	media control. play media
play brantley gilbert.	MEDIACONTROL	play_media	media control. play media
turn on the lights in the living room.	HOMEAUTOMATION	turn_on	home automation. turn on
play sweet Caroline.	MEDIACONTROL	play_media	media control. play media
do i have?	OTHER	other	other. other
i'll see you later.	OTHER	other	other. other
play taylor swift songs.	MEDIACONTROL	play_media	media control. play media
play rain music.	MEDIACONTROL	play_media	media control. play media
louder please.	MEDIACONTROL	volume_up	media control. volume up
read news.	MEDIACONTROL	play_news	media control. play news
play jack johnson on spotify.	MEDIACONTROL	play_media	media control. play media
how long?	OTHER	other	other. other
turn on bed light.	HOMEAUTOMATION	turn_on	home automation. turn on
hey cortana turn off the music.	MEDIACONTROL	stop	media control. stop
translate.	OTHER	other	other. other
play some beethoven.	MEDIACONTROL	play_media	media control. play media
what's the name of that song?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
what's 1 + 1?	OTHER	other	other. other
set a timer for 3 hours.	ALARM	set_timer	alarm. set timer
set a timer for 4 hours.	ALARM	set_timer	alarm. set timer
play Chill Vibes.	MEDIACONTROL	play_media	media control. play media
play w radio colombia.	MEDIACONTROL	play_media	media control. play media
set an alarm at 8.	ALARM	set_alarm	alarm. set alarm
what's playing right now?	MEDIACONTROL	recognize_currently_playing	media control. recognize currently playing
turn on the hallway light.	HOMEAUTOMATION	turn_on	home automation. turn on
turn on the hot water.	HOMEAUTOMATION	turn_on	home automation. turn on
play 95.7.	MEDIACONTROL	play_media	media control. play media
play Alice In Chains.	MEDIACONTROL	play_media	media control. play media
play KJZZ.	MEDIACONTROL	play_media	media control. play media
what time is my alarm tomorrow ?	ALARM	find_alarm	alarm. find alarm
play bebe rexha.	MEDIACONTROL	play_media	media control. play media
play some disco.	MEDIACONTROL	play_media	media control. play media
wake me up at 6 AM tomorrow.	ALARM	set_alarm	alarm. set alarm
wake me up at 4.	ALARM	set_alarm	alarm. set alarm
call tasneem islam.	COMMUNICATION	make_call	communication. make call
what's the temperature for tonight?	WEATHER	weather_default	weather. weather default
play 104.3.	MEDIACONTROL	play_media	media control. play media
headline news.	OTHER	other	other. other
can you play next song?	MEDIACONTROL	skip_forward	media control. skip forward
weather please.	WEATHER	weather_default	weather. weather default
when is chinese new year?	OTHER	other	other. other
play some Eminem.	MEDIACONTROL	play_media	media control. play media
set the lights to 50%.	HOMEAUTOMATION	set_device	home automation. set device
play sorry not sorry by demi lovato.	MEDIACONTROL	play_media	media control. play media
can you play country music?	MEDIACONTROL	play_media	media control. play media
play me some jazz.	MEDIACONTROL	play_media	media control. play media
play heartache tonight.	MEDIACONTROL	play_media	media control. play media
turn up the kitchen.	HOMEAUTOMATION	turn_up	home automation. turn up
play santa claus is coming to town.	MEDIACONTROL	play_media	media control. play media
play k pop.	MEDIACONTROL	play_media	media control. play media
wake me up at 7:30 in the morning.	ALARM	set_alarm	alarm. set alarm
play some ACDC.	MEDIACONTROL	play_media	media control. play media
can you sing a song?	OTHER	other	other. other
set lights to 50%.	HOMEAUTOMATION	set_device	home automation. set device
start a grocery list.	NOTE	create_note	note. create note
play disney hits.	MEDIACONTROL	play_media	media control. play media
play some Spotify.	MEDIACONTROL	play_media	media control. play media
what is the temperature tomorrow?	WEATHER	weather_default	weather. weather default
play dmx.	MEDIACONTROL	play_media	media control. play media
play 94.9.	MEDIACONTROL	play_media	media control. play media
who let the dogs out?	OTHER	other	other. other
play all the stars by Kendrick Lamar.	MEDIACONTROL	play_media	media control. play media
set a 1 minute timer.	ALARM	set_timer	alarm. set timer
call me.	COMMUNICATION	make_call	communication. make call
president.	OTHER	other	other. other
play sleep sounds.	MEDIACONTROL	play_media	media control. play media
play ice ice baby.	MEDIACONTROL	play_media	media control. play media
play Weezer.	MEDIACONTROL	play_media	media control. play media
no more music.	MEDIACONTROL	stop	media control. stop
play kuow radio.	MEDIACONTROL	play_media	media control. play media
then.	OTHER	other	other. other
resume playing spotify.	MEDIACONTROL	resume	media control. resume
are you sleeping?	OTHER	other	other. other
